,Tweets,cluster
2892,thats exactly correct dont entire brigades spot regiments brigade kherson russia near donetsk performing trainings mobilized little bit complex brigade kherson,1
2893,ifv av expert better having ak semifunctional bmp truck,1
2894,definitely got twitter general exaggerates russian problems wishful thinking lot ammo artillery tanks bmds stuff,1
2895,lot areas kept bigger probably dont use actively right,1
2896,thats related putin sbu ukrainian russian,1
2897,know wrote clue talking sbu internal intelligence service doesnt operate abroad legally lost right years ago foreign intel department moved separate service,1
2898,usnato manpads sovietera igla,1
2899,terminology military separate units origin command etc wagner russian bars active reserve called official labels cut bullshit irrelevant,1
2900,reports friendly fire lack communications confusions common haven't seen fragging doesn't mean doesn't happen,1
2901,tried post thread kept publishing messages tried times luck manually added messages threads broken it's getting worse,1
2902,damn changed chechens kadyrovites apologies chechens wasn't intentional,1
2903,overall ru forces experiencing problems deserters alcohol russia constantly increases presence military police patrols national guard chechnya deal widespread drinking deserters,1
2904,story missile hit barracks dozen people killed went missing found later scattered nearby towns soldier locked abandoned house drank alcohol week,1
2905,story wagner unit walked caf ru soldiers having lunch pointed guns floor took cash said somebody united owe money doesnt return collect way,1
2906,story mobilized soldiers complained senior officer lack training equipment response assigned dig trenches build fortifications recon byfire mission killed wounded,1
2907,story mobilized guy ldnr selling drugs inside unit guys died overdose rumors guy shot heard detention,1
2908,story russian squad dispatched hold tree line notice weeks bothered supply unit food water left positions soldiers started sick drinking puddle water,1
2909,story soldiers entire unit months unable receive mail homes rioted figured goods mail simply stolen comrades main base,1
2910,story squad ru soldiers armed firearms spent days artillery fire retreated sustaining losses retreated nearby town detained wagner unit squad leader got knee shot rest got beaten sent,1
2911,story unit freshly mobilized arrives town far frontline national guard unit comprised ethnic chechens came unit took away valuable equipment thermal scopes decided resist beaten,1
2912,names geographical locations details removed security reasons things share occurs daily cover novemberearly december period glimpse whats going,1
2913,video lnr commander beating subordinates surfaced people surprised attitude considering want share interesting stories told pows sources publish war,1
2914,link video guy filmed unit,1
2915,sharing photo label bakhmut image taken near spirne bakhmut,1
2916,lot unique historical traditions ukraine carried centuries alive modern ukraine urge learn ukrainian culture discover lot new,1
2917,topic causes sporadic debates ukraine majority people dont consider issue slowly transition celebrating th dont mind celebrating days making things convenient preserving heritage,1
2918,reason ukrainians days celebrate new year old new year thats topic orthodox church ukraine started celebration transition puts ukraine closer rest world parting away russia,0
2919,ukraine gregorian calendar daily lives orthodox church continues use julian calendar determine holiday days centuries difference accumulated resulted day gap,1
